64.669806,no experience,"",no experience,"","",f39f057c-372d-4da2-875d-cf038ce79c0b,f39f057c-372d-4da2-875d-cf038ce79c0b,f39f057c-372d-4da2-875d-cf038ce79c0b
50.594618,used on a class project,"",used on a class project,"","UML, ER, BPMN",a14a2337-a5d2-4713-b3ff-57f2aa6f4481,a14a2337-a5d2-4713-b3ff-57f2aa6f4481,a14a2337-a5d2-4713-b3ff-57f2aa6f4481
48.299139,no experience,0,no experience,0,uml,4f10fecf-2c76-44f8-86a1-1ff28dc62b2d,4f10fecf-2c76-44f8-86a1-1ff28dc62b2d,4f10fecf-2c76-44f8-86a1-1ff28dc62b2d
49.287904,used on multiple projects in industry,2,used on multiple projects in industry,2,UML,0a0f4419-1682-47df-bf40-7214c90b09c0,0a0f4419-1682-47df-bf40-7214c90b09c0,0a0f4419-1682-47df-bf40-7214c90b09c0
123.375512,learned in class or from book,1,learned in class or from book,1,ER,abc38b1f-f10d-4f00-a46d-37209a8ffdf8,abc38b1f-f10d-4f00-a46d-37209a8ffdf8,abc38b1f-f10d-4f00-a46d-37209a8ffdf8
79.77018,used on a class project,2.5,learned in class or from book,0.5,"UML, ER",2bc2639c-b3e2-4386-b3e6-032c6a6092e0,2bc2639c-b3e2-4386-b3e6-032c6a6092e0,2bc2639c-b3e2-4386-b3e6-032c6a6092e0
43.922118,no experience,0,no experience,0,"",01f4a341-ea28-4399-a454-e817e931ace5,01f4a341-ea28-4399-a454-e817e931ace5,01f4a341-ea28-4399-a454-e817e931ace5
50.456521,used on a class project,1,learned in class or from book,1,UML,3f592c91-d28f-447f-bc9b-ead3b892754d,3f592c91-d28f-447f-bc9b-ead3b892754d,3f592c91-d28f-447f-bc9b-ead3b892754d
67.351305,used on a class project,2,used on a class project,1,"UML, ER, BPMN, Petri-Net, EPC",21d06c9a-e06b-4908-98bf-38035ad47b4f,21d06c9a-e06b-4908-98bf-38035ad47b4f,21d06c9a-e06b-4908-98bf-38035ad47b4f
48.823738,no experience,0,no experience,0,"",96ca111b-e3c0-49ef-9a20-0dbdad3179bd,96ca111b-e3c0-49ef-9a20-0dbdad3179bd,96ca111b-e3c0-49ef-9a20-0dbdad3179bd
