"Next QR, Order Item, and Tray",Stakeholders,complex,21.730561,scale_0,-1
Confirm Coffee Preferences,Get Sun Data,simple,54.62553,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,67.376463,scale_0,2
Stakeholders,"Next QR, Order Item, and Tray",complex,5.537618,scale_0,-1
Stakeholders,"Next QR, Order Item, and Tray",complex,2.677623,scale_0,2
"Next QR, Order Item, and Tray",Stakeholders,complex,6.894428,scale_0,0
"Next QR, Order Item, and Tray",Stakeholders,complex,6.517558,scale_0,0
Confirm Coffee Preferences,Get Sun Data,simple,8.824896,scale_0,2
Get Delays,Create Program,medium,26.884634,scale_0,0
Get Delays,Create Program,medium,13.809643,scale_0,0
Confirm Coffee Preferences,Get Sun Data,simple,12.058722,scale_0,0
Confirm Coffee Preferences,Get Sun Data,simple,37.400001,scale_0,1
Create Program,Get Delays,medium,12.71233,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,23.180574,scale_0,0
Get Sun Data,Confirm Coffee Preferences,simple,34.751504,scale_0,1
Get Delays,Create Program,medium,6.20788,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,77.316814,scale_0,2
Get Delays,Create Program,medium
Create Program,Get Delays,medium,3.351801
"Next QR, Order Item, and Tray",Stakeholders,complex,28.588253
Stakeholders,"Next QR, Order Item, and Tray",complex,10.820115,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,21.038251,scale_0,1
Get Delays,Create Program,medium,27.578556,scale_0,-2
Get Delays,Create Program,medium,6.052802,scale_0,0
"Next QR, Order Item, and Tray",Stakeholders,complex,1.039487
"Next QR, Order Item, and Tray",Stakeholders,complex,3.551623
Stakeholders,"Next QR, Order Item, and Tray",complex,4.74578,scale_0,2
Get Sun Data,Confirm Coffee Preferences,simple,10.302544,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,15.627545,scale_0,1
Get Delays,Create Program,medium,38.549471,scale_0,0
Confirm Coffee Preferences,Get Sun Data,simple,42.951666,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,110.20258,scale_0,-1
Get Sun Data,Confirm Coffee Preferences,simple,11.986628,scale_0,1
Get Delays,Create Program,medium,16.888605,scale_0,0
Stakeholders,"Next QR, Order Item, and Tray",complex,9.947505,scale_0,-1
Create Program,Get Delays,medium,10.564896,scale_0,1
Get Delays,Create Program,medium,6.813534,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,26.851236,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,80.557699,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,15.914827,scale_0,1
Get Delays,Create Program,medium,10.804672,scale_0,1
Stakeholders,"Next QR, Order Item, and Tray",complex,6.246808,scale_0,-1
